id,URL de la Portada,Géneros,Nombre,Rating,Número de Ratings,Sinopsis
1985,//images.igdb.com/igdb/image/upload/t_thumb/co1v85.jpg,"[5, 24, 31]",Metal Gear Solid V: The Phantom Pain,85.35479438300459,872,"Metal Gear Solid V: The Phantom Pain is the final game in the Metal Gear series. It is the sequel to Metal Gear Solid V: Ground Zeroes released the year before and a prequel to the original Metal Gear. The game has a complex story with long cut-scene sequences, but there are fewer and they are shorter compared to earlier Metal Gear Solid titles. Most of the gameplay mechanics introduced in Ground Zeroes are carried over: it is still an action game and stealth oriented but replaces the linear corridor design from most earlier titles with large open world environments that offer the player unrestricted freedom for the approach. The world has now a real-time day and night cycle and various weather effects that influence enemy behaviour, visibility and sound. Sabotaging or destroying certain structures can also influence other parts of the map."
2853,//images.igdb.com/igdb/image/upload/t_thumb/co25ni.jpg,"[8, 9, 15, 31, 32]",Braid,85.33504920686781,518,"Braid is a puzzle-platformer, drawn in a painterly style, where you can manipulate the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. In each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. The time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more.

Braid treats your time and attention as precious; there is no filler in this game. Every puzzle shows you something new and interesting about the game world."
9061,//images.igdb.com/igdb/image/upload/t_thumb/co62ao.jpg,"[5, 8, 32, 33]",Cuphead,85.28291586327165,613,"Cuphead is a classic run and gun action game heavily focused on boss battles. Inspired by cartoons of the 1930s, the visuals and audio are painstakingly created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked!), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. Cuphead is all action, all the time."
4754,//images.igdb.com/igdb/image/upload/t_thumb/co1vzu.jpg,[31],Alien: Isolation,85.22337513908674,516,"Alien: Isolation is a survival horror game based on the Alien franchise. As Amanda Ripley, daughter of Ellen Ripley, you will navigate through an increasingly volatile world as you find yourself confronted on all sides by a panicked population and an unpredictable Alien. You must scavenge resources, improvise solutions and use your wits, not just to succeed in your mission but to simply stay alive. In addition to the main story mode there's Survivor mode in which the player needs to escape from a specially designed map fulfilling secondary objectives along the way, while being aggressively hunted by the alien. This mode includes online leaderboards."
5503,//images.igdb.com/igdb/image/upload/t_thumb/co1nh1.jpg,"[25, 31]",Batman: Arkham Knight,85.17044577350396,1136,"Batman: Arkham Knight brings the award-winning Arkham trilogy from Rocksteady Studios to its epic conclusion. Developed exclusively for New-Gen platforms, Batman: Arkham Knight introduces Rocksteady's uniquely designed version of the Batmobile. The highly anticipated addition of this legendary vehicle, combined with the acclaimed gameplay of the Arkham series, offers gamers the ultimate and complete Batman experience as they tear through the streets and soar across the skyline of the entirety of Gotham City. In this explosive finale, Batman faces the ultimate threat against the city that he is sworn to protect, as Scarecrow returns to unite the super criminals of Gotham and destroy the Batman forever."
1968,//images.igdb.com/igdb/image/upload/t_thumb/co3ma8.jpg,"[8, 31]",Rayman Legends,85.16357653899576,546,"The Glade of Dreams is in trouble once again! The nightmares multiplied and spread, creating new monsters even more terrifying than before!"
75,//images.igdb.com/igdb/image/upload/t_thumb/co1x7q.jpg,"[5, 12, 31]",Mass Effect 3,85.15421107347892,1582,"Earth is burning. The Reapers have taken over and other civilizations are falling like dominoes. Lead the final fight to save humanity and take back Earth from these terrifying machines, Commander Shepard. You'll need backup for these battles. Fortunately, the galaxy has a habit of sending unexpected species your way. Recruit team members and forge new alliances, but be prepared to say goodbye at any time as partners make the ultimate sacrifice. It's time for Commander Shepard to fight for the fate of the human race and save the galaxy. No pressure, Commander.

Fight smarter. Take advantage of new powers and combat moves. Shepard can now blind fire at enemies and build tougher melee attacks. Plus, when you fight as a team you can combine new biotic and tech powers to unleash devastating Power Combos.

Build the final force. Build a team from a variety of races and classes and combine their skills to overcome impossible odds. You'll be joined by newcomers like James Vega, a tough-as-nails soldier, as well as EDI, a trusted AI in a newly acquired physical form. Keep an eye out for beloved characters from your past, but beware. Some may not survive the final battle...

Face off against friends. Enjoy an integrated co-op multiplayer mode and team up with friends online to liberate key conflict zones from increasingly tough opponents. Customize your warrior and earn new weapons, armor, and abilities to build war preparedness stats in your single player campaign."
1036,//images.igdb.com/igdb/image/upload/t_thumb/co3mtv.jpg,"[9, 12, 31]",The Legend of Zelda: Twilight Princess,85.14384580647558,590,"The Legend of Zelda: Twilight Princess is the last Zelda game for GameCube, it was highly anticipated by many members of the gaming community and was regarded as finally fulfilling the dreams of those who wanted a much more realistic and mature game than the ones before. The art is similar to the naturalistic style of Ocarina of Time, rather than the cel-shaded look of The Wind Waker. The main adventure takes place in several provinces with dungeons and temples. New to this game is the ability for Link to transform into a Wolf when entering the Twilight. As a wolf, Link can use his senses to solve puzzles and get past obstacles, he can also dig holes to find hearts and rupees. Twilight Princess has received universal acclaim from reviewers and journalists, who cited it as the greatest Zelda game of all time."
730,//images.igdb.com/igdb/image/upload/t_thumb/co2lb8.jpg,"[5, 10, 13, 31]",Grand Theft Auto III,85.06124724373629,1247,"Featuring a fully 3-D living city, a combination of narrative driven and non-linear gameplay and a completely open environment, Grand Theft Auto III represents a huge leap forward in interactive entertainment. For the first time, players are put at the heart of their very own gangster movie, and let loose in a fully-realised 3 dimensional city, in which anything can happen and probably will.

With a cast of hundreds, 50 plus vehicles, ranging from sports cars to ice cream trucks and from boats to buses, 3 hours of music, including opera, reggae, house, drum and bass, pop and disco, a huge array of street ready weapons and some of the seediest characters in video game history, Grand Theft Auto 3 is a sprawling epic which will show you that sometimes, crime can pay and sometimes it can pay you back. Available now for PlayStation2, Xbox, PC and Macintosh."
673,//images.igdb.com/igdb/image/upload/t_thumb/co5rav.jpg,[5],Doom,85.05303748846077,865,"In the future, humans have left Earth and settled throughout the galaxy. On Mars, the Union Aerospace Corporation has established a radioactive waste facility and allowed the military to conduct teleportation experiments on the nearby moons of Deimos and Phobos. Hours ago, the base on Mars began receiving incoherent distress messages from Phobos, while Deimos has disappeared completely. With all attempts to establish contact failing, you and your team have been dispatched to investigate. Upon arrival, you secure the perimeter as the rest of your team enters the facility. As you stand guard, your radio crackles with the sound of gunfire, cracking bones and blood-curdling screams and eventually falls silent. Alone, with no way off the planet or means to defend yourself other than your trusty pistol, there’s only one way out - into the complex of death and the horrors that await you within. If you plan to get out of here alive you must fend off the hordes of demonic imps, haunting spectres and your undead, former comrades waiting to tear you limb from limb. So, grab the nearest shotgun and blast your way out of this fragging madness!"
59,//images.igdb.com/igdb/image/upload/t_thumb/co1tc8.jpg,"[12, 31]",The Elder Scrolls IV: Oblivion,85.03071503510058,1280,"The Elder Scrolls IV: Oblivion, the fourth game in the Elder Scrolls story, is set within the province of Cyrodiil, the heartland and Imperial capital of Tamriel. Emperor Uriel Septim VII is assassinated in flight from his own palace, but just before he dies he passes on to you the mystic Amulet of Kings. The adventure proper begins with the quest to find Uriel's lost and illegitimate son who is the only heir to the throne. In a world where the forces of darkness seek their ultimate dominion over the ranks of man and mer alike, you alone stand between the future of Tamriel and the gates of Oblivion."
7603,//images.igdb.com/igdb/image/upload/t_thumb/co2l7l.jpg,"[25, 31, 32]",Hellblade: Senua's Sacrifice,85.01397323576184,791,"From the makers of Heavenly Sword, Enslaved: Odyssey to the West, and DmC: Devil May Cry, comes a warrior’s brutal journey into myth and madness.

Set in the Viking age, a broken Celtic warrior embarks on a haunting vision quest into Viking Hell to fight for the soul of her dead lover.

Created in collaboration with neuroscientists and people who experience psychosis, Hellblade: Senua’s Sacrifice will pull you deep into Senua’s mind."
142,//images.igdb.com/igdb/image/upload/t_thumb/co1nsg.jpg,[5],Star Wars: Battlefront II,84.91717853176532,581,"Star Wars: Battlefront II is the sequel to Star Wars: Battlefront. It is a high-selling Star Wars video game following the many adventures of several characters. The two games are very similar, as both revolve around troopers from various factions fighting in different locales. Battlefront II, however, includes elements and missions from Star Wars: Episode III Revenge of the Sith, as well as enhanced aspects of gameplay including space combat and the ability to play as Jedi characters or other heroes.

With brand new space combat, playable Jedi characters, and over 16 all new battlefronts, Star Wars Battlefront II gives you more ways than ever before to play the classic Star Wars battles any way you want."
478,//images.igdb.com/igdb/image/upload/t_thumb/co1wy4.jpg,"[12, 31]",The Witcher 2: Assassins of Kings,84.91520800696229,1146,"This third-person dark fantasy Western RPG and sequel to The Witcher (2007), featuring multiple endings and branching narrative paths, follows the travels of Geralt of Rivia, witcher, who, after being falsely accused of regicide, sets out to clear his name and find the real killer, in a time of political turmoil and the brink of war between the imperialistic Nilfgaardian Empire and the Four Kingdoms."
533,//images.igdb.com/igdb/image/upload/t_thumb/co5pcs.jpg,"[9, 12, 31]",Dishonored,84.79641502900806,1415,"Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you combine the supernatural abilities, weapons and unusual gadgets at your disposal. Pursue your enemies under the cover of darkness or ruthlessly attack them head on with weapons drawn. The outcome of each mission plays out based on the choices you make."
512,//images.igdb.com/igdb/image/upload/t_thumb/co1tp8.jpg,"[5, 8, 31]",Uncharted 3: Drake's Deception,84.68961108135116,1239,"A search for the fabled ""Atlantis of the Sands"" propels fortune hunter Nathan Drake on a trek into the heart of the Arabian Desert. When the terrible secrets of this lost city are unearthed, Drake's quest descends into a desperate bid for survival that strains the limits of his endurance and forces him to confront his deepest fears."
98,//images.igdb.com/igdb/image/upload/t_thumb/co209j.jpg,[10],Need for Speed: Most Wanted,84.66083743997737,763,"The player arrives in Rockport City, driving a racing version of the BMW M3 GTR (E46). Following Mia Townsend (played by Josie Maran), the player proves his driving prowess as he is pursued by a veteran police officer named Sergeant Cross (played by Dean McKenzie), who vows to take down the player and end street racing in Rockport.
Races seem to be in the player's favor until a particular group of racers, led by the game's antagonist, Clarence ""Razor"" Callahan (played by Derek Hamilton), sabotages and win the player's car in a race."
623,//images.igdb.com/igdb/image/upload/t_thumb/co1wko.jpg,"[5, 13]",Call of Duty 4: Modern Warfare,84.59934627706006,1454,"Call of Duty 4: Modern Warfare differs from previous installments of the Call of Duty series. Previous Call of Duty games have a distinct three country-specific campaign style, while Call of Duty 4 has a more film-like plot with interlaced story lines from the perspectives of Sgt. Paul Jackson of the Marines 1st Force Recon and Sgt. 'Soap' MacTavish of the British 22nd SAS Regiment."
1011,//images.igdb.com/igdb/image/upload/t_thumb/co20tn.jpg,"[5, 12]",Borderlands 2,84.5413161510372,1513,"A new era of shoot and loot is about to begin. Play as one of four new vault hunters facing off against a massive new world of creatures, psychos and the evil mastermind, Handsome Jack. Make new friends, arm them with a bazillion weapons and fight alongside them in 4 player co-op on a relentless quest for revenge and redemption across the undiscovered and unpredictable living planet."
123,//images.igdb.com/igdb/image/upload/t_thumb/co2l7z.jpg,"[12, 31]",World of Warcraft,84.52384054164769,627,"World of Warcraft is a massively multiplayer online roleplaying game (MMORPG) set in the Warcraft universe. Players assume the roles of Warcraft heroes as they explore, adventure, and quest across a vast world. Being ""Massively Multiplayer,"" World of Warcraft allows thousands of players to interact within the same world. Whether adventuring together or fighting against each other in epic battles, players will form friendships, forge alliances, and compete with enemies for power and glory."
986,//images.igdb.com/igdb/image/upload/t_thumb/co1x77.jpg,[5],Halo 2,84.35406728137804,533,"Halo 2 is the sequel to the highly successful and critically acclaimed Halo: Combat Evolved. In Halo 2, the saga continues as Master Chief—a genetically enhanced super-soldier—is the only thing standing between the relentless Covenant and the destruction of all humankind."
121,//images.igdb.com/igdb/image/upload/t_thumb/co49x5.jpg,"[13, 31]",Minecraft,84.30594588506878,1563,"Minecraft focuses on allowing the player to explore, interact with, and modify a dynamically-generated map made of one-cubic-meter-sized blocks. In addition to blocks, the environment features plants, mobs, and items. Some activities in the game include mining for ore, fighting hostile mobs, and crafting new blocks and tools by gathering various resources found in the game. The game's open-ended model allows players to create structures, creations, and artwork on various multiplayer servers or their single-player maps. Other features include redstone circuits for logic computations and remote actions, minecarts and tracks, and a mysterious underworld called the Nether. A designated but completely optional goal of the game is to travel to a dimension called the End, and defeat the ender dragon."
549,//images.igdb.com/igdb/image/upload/t_thumb/co3ddc.jpg,"[9, 15, 25, 31]",God of War,84.29169488501549,851,"Similar to franchises like Devil May Cry, Rygar, and Castlevania, the game draws its inspiration from ancient Greek mythology and boasts a heavy emphasis on exploration and battle strategy. Broken into three to four acts, the game also has a strong focus on story-telling and boast tons of magic spells and abilities. Described as ""Clash of the Titans meets Heavy Metal"", God of War equips its hero with a pair of sword-like chain weapons that can grab enemies, perform multi-hit combos, and pull off a variety of different aerial attacks. Slight platforming elements and an energy collection system similar to that of Onimusha have been incorporated as well, and players are even able to use certain elements of their fallen enemies as a weapon (re: Medusa's head, for instance, can be used to turn enemies to stone after you've defeated her)."
338,//images.igdb.com/igdb/image/upload/t_thumb/co2mw3.jpg,[5],Half-Life 2: Episode One,84.17619384685406,729,Episode One is the first in a series of games that reveal the aftermath of Half-Life 2 and launch a journey beyond City 17.
43,//images.igdb.com/igdb/image/upload/t_thumb/co1rd2.jpg,"[5, 9, 12]",Deus Ex: Human Revolution,84.11946016359599,864,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future."
1262,//images.igdb.com/igdb/image/upload/t_thumb/co1v8x.jpg,"[12, 15, 31]",South Park: The Stick of Truth,84.09041699502242,971,"From the perilous battlefields of the fourth-grade playground, a young hero will rise, destined to be South Park’s savior. From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become… cool. Introducing South Park: The Stick of Truth.You begin as the new kid in town facing a harrowing challenge: making friends.

As you start your quest the children of South Park are embroiled in a city-wide, live-action-role-playing game, casting imaginary spells and swinging fake swords. Over time the simple children’s game escalates into a battle of good and evil that threatens to consume the world.Arm yourself with weapons of legend to defeat crab people, underpants gnomes, hippies and other forces of evil.

Discover the lost Stick of Truth and earn your place at the side of Stan, Kyle, Cartman and Kenny as their new friend. Succeed, and you shall be South Park’s savior, cementing your social status in South Park Elementary. Fail, and you will forever be known… as a loser."
2993,//images.igdb.com/igdb/image/upload/t_thumb/co1rcy.jpg,"[2, 31]",The Wolf Among Us,83.95024290547758,984,"The Wolf Among Us is a five episode series from the creators of the 2012 Game of the Year: The Walking Dead. Based on Fables (DC Comics/Vertigo), an award-winning comic book series, it is an often violent, mature and hard-boiled thriller where the characters and creatures of myth, lore and legend are real and exist in our world. As Bigby Wolf - The Big Bad Wolf in human form - you will discover that the brutal, bloody murder of a Fable is just a taste of things to come, in a game series where your every decision can have enormous consequences."
740,//images.igdb.com/igdb/image/upload/t_thumb/co2r2r.jpg,[5],Halo: Combat Evolved,83.94957043009492,698,"Bent on Humankind's extermination, a powerful fellowship of alien races known as the Covenant is wiping out Earth's fledgling interstellar empire. Climb into the boots of Master Chief, a biologically altered super-soldier, as you and the other surviving defenders of a devastated colony-world make a desperate attempt to lure the alien fleet away from earth. Shot down and marooned on the ancient ring-world Halo, you begin a guerilla-war against the Covenant. Fight for humanity against an alien onslaught as you race to uncover the mysteries of Halo."
358,//images.igdb.com/igdb/image/upload/t_thumb/co6pib.jpg,"[8, 31]",Super Mario Bros.,83.94941495218076,1061,"A side scrolling 2D platformer and first entry in the Super Mario franchise, Super Mario Bros. follows Italian plumber Mario as he treks across many levels of platforming challenges featuring hostile enemies to rescue Princess Peach from the evil king Bowser."
529,//images.igdb.com/igdb/image/upload/t_thumb/co1vpd.jpg,"[5, 31]",Far Cry 3,83.8995725443521,1727,"Beyond the reach of civilization lies a lawless island ruled by violence. This is where you find yourself stranded, caught in a bloody conflict between the island’s psychotic warlords and indigenous rebels. Struggling to survive, your only hope of escape is through the muzzle of a gun. Discover the island’s dark secrets and take the fight to the enemy; improvise and use your environment to your advantage; and outwit its cast of ruthless, deranged inhabitants. Beware the beauty and mystery of this island of insanity… Where nothing is what is seems, you’ll need more than luck to escape alive."
11233,//images.igdb.com/igdb/image/upload/t_thumb/co1rbj.jpg,"[9, 31, 32]",What Remains of Edith Finch,83.85938836950606,725,"What Remains of Edith Finch is a collection of short stories about a cursed family in Washington State.

Each story offers a chance to experience the life of a different family member with stories ranging from the early 1900s to the present day. The gameplay and tone of the stories are as varied as the family members themselves. The only constants are that each is played from a first-person perspective and that each story ends with that family member's death. It's a game about what it feels like to be humbled and astonished by the vast and unknowable world around us.

You'll follow Edith Finch as she explores the history of her family and tries to figure out why she's the last Finch left alive."
622,//images.igdb.com/igdb/image/upload/t_thumb/co3acf.jpg,[5],Call of Duty 2,83.79804794652678,833,"Call of Duty 2 is a first-person shooter that has a single-player story mode and a multiplayer mode. The player takes on the roles of several Allied protagonists in specific missions during World War II. The player can crouch and lie prone, and is able to scale low walls and other obstacles. Two firearms can be carried, which can be swapped with those left on the battlefield, and both fragmentation and smoke grenades can also be carried. A gun's iron sights can be used to aim more accurately. A compass on the heads-up display (HUD) shows both allies and enemies, and objective markers to indicate locations the player must reach, areas to defend, or enemy cannons or tanks that the player must plant explosives on to disable.

Emplaced weapons such as machine guns and flak cannons are available in some locations to take out enemy troops. In addition, some missions place the player in control of a tank."
19562,//images.igdb.com/igdb/image/upload/t_thumb/co545w.jpg,"[5, 9, 31]",Resident Evil 7: Biohazard,83.78356159971352,700,"Resident Evil 7: Biohazard is the first game of the Resident Evil series to switch from 3rd-person to fully 1st-person perspective. A complete refresh of gameplay systems simultaneously propels the survival horror experience to another level. It is as much horror as it is survival, boosting up scare elements and minimizing downright shooting action. The game allows use of Sony's PSVR Headset to play in VR mode."
1384,//images.igdb.com/igdb/image/upload/t_thumb/co1vqp.jpg,"[5, 32, 33]",Hotline Miami,83.75483401252023,995,"A top-down slasher/shooter with unlockable gameplay-altering masks and weapons, featuring a neon-flavoured electronic aesthetic, in which a hitman receives anonymous calls ordering him to travel to certain residences and crime dens and massacre those within, as he stumbles through unreal visions and inconsistencies without any answers to how, why or who."
3035,//images.igdb.com/igdb/image/upload/t_thumb/co1rc9.jpg,"[31, 32]",The Stanley Parable,83.62792620345436,828,"The Stanley Parable is a first-person exploration game which ponders questions related to player agency, narrative pacing, escapism through gaming, objective-driven game design, authorial intent, and the conflict of interest between players and game creators."
97,//images.igdb.com/igdb/image/upload/t_thumb/co209h.jpg,[10],Need for Speed: Underground 2,83.61212376401988,659,"Need For Speed Underground 2 takes place in Bayview after the events of Need for Speed: Underground. The prologue begins with the player driving in a Nissan Skyline R34 in Olympic City (though the racing scenes are actually in Bayview), the setting of NFS:UG. He then receives a race challenge from a rather ominous personality who offers him a spot on his crew, but ""won't take 'no' for an answer."" The player races off — despite Samantha's warnings — only to be ambushed by a mysterious driver in a rage that totals his Skyline. The driver, who has a unique scythe tattoo, makes a call confirming the accident, and the flashback fades out."
289,//images.igdb.com/igdb/image/upload/t_thumb/co1zsh.jpg,"[11, 15]",Age of Empires,83.61017248528582,573,"Age of Empires (AoE) is a history-based real-time strategy video game developed by Ensemble Studios and published by Microsoft. The game uses the Genie, a 2D sprite-based game engine. The game allows the user to act as the leader of an ancient civilization by advancing it through four ages (the Stone, Tool, Bronze, and Iron Ages), gaining access to new and improved units with each advance."
885,//images.igdb.com/igdb/image/upload/t_thumb/co276m.jpg,"[8, 31, 32]",Super Meat Boy,83.59210827055853,719,Super Meat Boy is a tough as nails platformer where you play as an animated cube of meat who's trying to save his girlfriend (who happens to be made of bandages) from an evil fetus in a jar wearing a tux.
241,//images.igdb.com/igdb/image/upload/t_thumb/co3dav.jpg,[5],Counter-Strike,83.54815580632479,519,Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.
15,//images.igdb.com/igdb/image/upload/t_thumb/co1ycw.jpg,"[5, 12]",Fallout 3,83.48479278949404,1389,"Fallout 3 from the creators of the award-winning Oblivion, featuring one of the most realized game worlds ever created. Create any kind of character you want and explore the open wastes of post-apocalyptic Washington D.C. Every minute is a fight for survival as you encounter Super Mutants, Ghouls, Raiders and other dangers of the Wasteland. Prepare for the future.

The third game in the Fallout series, Fallout 3 is a singleplayer action role-playing game (RPG) set in a post-apocalyptic Washington DC. Combining the horrific insanity of the Cold War era theory of mutually assured destruction gone terribly wrong, with the kitschy naivety of American 1950s nuclear propaganda, Fallout 3 will satisfy both players familiar with the popular first two games in its series as well as those coming to the franchise for the first time."
96,//images.igdb.com/igdb/image/upload/t_thumb/co209g.jpg,[10],Need for Speed: Underground,83.40501845756071,653,"Electronic Arts' Need For Speed series takes a note from the Fast and Furious handbook with its latest release entitled Need For Speed Underground. Purchase, race, and customize 20 different licensed cars from major manufacturers such as Honda, Mitsubishi, Toyota, Volkswagen, Nissan, and more. Race other customized cars through a detailed nighttime cityscape, dodging city traffic and navigating shortcuts all the while. Customize vehicle performance as well as your car's physical appearance, changing rims, stickers, paint job, spoilers and more. Multiple racing modes range from drift competitions, street racing, and drag racing."
731,//images.igdb.com/igdb/image/upload/t_thumb/co2lbv.jpg,"[5, 10, 31]",Grand Theft Auto IV,83.2799231976263,1401,"Grand Theft Auto IV is an action-adventure video game developed by Rockstar North and published by Rockstar Games. It is the eleventh title in the Grand Theft Auto series, and the first main entry since 2004's Grand Theft Auto: San Andreas.

The game is played from a third-person perspective and its world is navigated on-foot or by vehicle. Throughout the single-player mode, players play as Niko Bellic. An online multiplayer mode is included with the game, allowing up to 32 players to engage in both co-operative and competitive gameplay in a recreation of the single-player setting.

Two expansion packs were later released for the game, The Lost and Damned and The Ballad of Gay Tony, which both feature new plots that are interconnected with the main Grand Theft Auto IV storyline, and follow new protagonists."
103329,//images.igdb.com/igdb/image/upload/t_thumb/co2evj.jpg,"[5, 31]",Control,83.24095232870047,577,"Control is a supernatural 3rd person action-adventure will challenge you to master the combination of supernatural abilities, modifiable loadouts and reactive environments while fighting through a deep and unpredictable world."
7599,//images.igdb.com/igdb/image/upload/t_thumb/co1r8e.jpg,"[9, 12, 31, 32]",Life is Strange,83.21710633796889,1470,"Life is Strange is a five part episodic game that sets out to revolutionize story based choice and consequence games by allowing the player to rewind time and affect the past, present and future."
17447,//images.igdb.com/igdb/image/upload/t_thumb/fhbeilnghyhhmjqhinqa.jpg,"[5, 31]",Titanfall 2,83.08636314464393,576,"Titanfall 2 will deliver a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 will let fans step out onto the Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out."
113,//images.igdb.com/igdb/image/upload/t_thumb/co6t4d.jpg,"[9, 31]",Assassin's Creed Brotherhood,83.07083948600487,1398,"Live and breathe as Ezio, a legendary Master Assassin, in his enduring struggle against the powerful Templar Order. He must journey into Italy’s greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy.
Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood who will rally to his side. Only by working together can the Assassins defeat their mortal enemies.
And for the first time, introducing a never-before-seen multiplayer layer that allows you to choose from a wide range of unique characters, each with their own signature weapons and assassination techniques, and match your skills against other players from around the world.
It’s time to join the Brotherhood."
1983,//images.igdb.com/igdb/image/upload/t_thumb/co1qlj.jpg,"[12, 31, 32]",Bastion,82.99422548049007,627,"A hack-and-slash RPG featuring a reactive narrator, various unlockable weapons, weapon upgrades, practice mini-games and optional difficulty modifiers, set in an imaginary world in the aftermath of an uncertain apocalypse, in which the player embodies a teenager with a troubled past as he and the narrator work together to rebuild the world out of a persisting hub called the Bastion."
